,recall_at_1,recall_at_2,recall_at_3,recall_at_4,recall_at_5,recall_at_10,recall_at_20,mean_rank,average_similarity,threshold
0,0.0,0.020408162847161293,0.020408162847161293,0.020408162847161293,0.06122449040412903,0.18367347121238708,0.40816327929496765,25.244897842407227,0.8043157458305359,
1,0.0,0.020408162847161293,0.020408162847161293,0.020408162847161293,0.06122449040412903,0.18367347121238708,0.40816327929496765,25.244897842407227,0.8043157458305359,0.65
2,0.0,0.020408162847161293,0.020408162847161293,0.020408162847161293,0.06122449040412903,0.18367347121238708,0.40816327929496765,25.244897842407227,0.8043157458305359,0.6642857142857143
3,0.0,0.020408162847161293,0.020408162847161293,0.020408162847161293,0.06122449040412903,0.18367347121238708,0.40816327929496765,25.244897842407227,0.8043157458305359,0.6785714285714286
4,0.0,0.020408162847161293,0.020408162847161293,0.020408162847161293,0.06122449040412903,0.18367347121238708,0.40816327929496765,25.244897842407227,0.8043157458305359,0.6928571428571428
5,0.0,0.020408162847161293,0.020408162847161293,0.020408162847161293,0.06122449040412903,0.18367347121238708,0.40816327929496765,25.244897842407227,0.8043157458305359,0.7071428571428572
6,0.0,0.020408162847161293,0.020408162847161293,0.020408162847161293,0.06122449040412903,0.18367347121238708,0.40816327929496765,25.244897842407227,0.8043157458305359,0.7214285714285714
7,0.0,0.020408162847161293,0.020408162847161293,0.020408162847161293,0.06122449040412903,0.18367347121238708,0.40816327929496765,25.244897842407227,0.8043157458305359,0.7357142857142858
8,0.0,0.020408162847161293,0.020408162847161293,0.020408162847161293,0.06122449040412903,0.18367347121238708,0.40816327929496765,25.244897842407227,0.8043157458305359,0.75
9,0.0,0.020408162847161293,0.020408162847161293,0.020408162847161293,0.06122449040412903,0.18367347121238708,0.40816327929496765,25.244897842407227,0.8043157458305359,0.7642857142857142
10,0.0,0.020408162847161293,0.020408162847161293,0.020408162847161293,0.06122449040412903,0.16326530277729034,0.3877550959587097,25.244897842407227,0.8043157458305359,0.7785714285714286
11,0.0,0.020408162847161293,0.020408162847161293,0.020408162847161293,0.06122449040412903,0.1428571492433548,0.3469387888908386,25.244897842407227,0.8043157458305359,0.7928571428571428
12,0.0,0.020408162847161293,0.020408162847161293,0.020408162847161293,0.06122449040412903,0.12244898080825806,0.30612245202064514,25.244897842407227,0.8043157458305359,0.8071428571428572
13,0.0,0.0,0.0,0.0,0.040816325694322586,0.10204081982374191,0.26530611515045166,25.244897842407227,0.8043157458305359,0.8214285714285714
14,0.0,0.0,0.0,0.0,0.040816325694322586,0.10204081982374191,0.20408163964748383,25.244897842407227,0.8043157458305359,0.8357142857142856
15,0.0,0.0,0.0,0.0,0.040816325694322586,0.08163265138864517,0.1428571492433548,25.244897842407227,0.8043157458305359,0.85
